Drug,Indication,Total Women Reports,Total Men Reports,Percentage Women Reports,Percentage Men Reports,Percentage Serious Women Reports,Percentage Serious Men Reports,NCT Numbers,Num Studies,Total females in studies,Total males in studies,Female proportion in studies,Male proportion in studies,Most relevant studies,Number of participants in most relevant studies,Number of female participants in most relevant studies,Number of male participants in most relevant studies,Proportion of females in most relevant studies,Proportion of males in most relevant studies,Prevalence Men,Prevalence Women,Prevalence Both Genders
DAPAGLIFLOZIN,DIABETES,811,594,57.72,42.28,90.38,92.42,"['NCT00736879', 'NCT00528879', 'NCT03152084', 'NCT02397421', 'NCT04195243', 'NCT06374043', 'NCT04255238', 'NCT02383238', 'NCT01525238', 'NCT04215523', 'NCT01294423', 'NCT00562250', 'NCT00554450', 'NCT03338855', 'NCT02532855', 'NCT03423355', 'NCT02582814', 'NCT05139914', 'NCT02268214', 'NCT03168295', 'NCT05418946', 'NCT01165268', 'NCT05266404', 'NCT02471404', 'NCT05459701', 'NCT02060201', 'NCT02582840', 'NCT03970044', 'NCT00972244', 'NCT04014192', 'NCT05194592', 'NCT02911792', 'NCT05335629', 'NCT03492580', 'NCT06442280', 'NCT01195662', 'NCT03178591', 'NCT05440591', 'NCT02914691', 'NCT02681094', 'NCT05345327', 'NCT06415773', 'NCT00673231', 'NCT01646320', 'NCT01137474', 'NCT00538174', 'NCT02551874', 'NCT00930865', 'NCT01095666', 'NCT02981966', 'NCT02798757', 'NCT03074630', 'NCT02327039', 'NCT02722239', 'NCT03202563', 'NCT06054035', 'NCT05591235', 'NCT04965935', 'NCT03269058', 'NCT03968224', 'NCT02700334', 'NCT02426541', 'NCT03704818', 'NCT05109949', 'NCT03249506', 'NCT01662999', 'NCT06281899', 'NCT04735042', 'NCT04356742', 'NCT00357370', 'NCT02475070', 'NCT03782259', 'NCT05347459', 'NCT03169959', 'NCT02919059', 'NCT05392959', 'NCT03961659', 'NCT02577159', 'NCT03313752', 'NCT05998837', 'NCT04706637', 'NCT06327815', 'NCT03138356', 'NCT02879409', 'NCT06063109', 'NCT01606007', 'NCT04249778', 'NCT02460978', 'NCT02433678', 'NCT06286878', 'NCT03006471', 'NCT04240171', 'NCT02725593', 'NCT04545411', 'NCT03387683', 'NCT03660683', 'NCT00839683', 'NCT05226897', 'NCT02608905', 'NCT00859898', 'NCT02235298', 'NCT03398577', 'NCT01392677', 'NCT02973477', 'NCT03199053', 'NCT04743453', 'NCT02459353', 'NCT05621551', 'NCT03089333', 'NCT00831779', 'NCT02811484', 'NCT03899402', 'NCT03871621', 'NCT02338921', 'NCT02592421', 'NCT04620590', 'NCT02965443', 'NCT02987738', 'NCT03982238', 'NCT06241638', 'NCT06192108', 'NCT04340908', 'NCT04120623', 'NCT04333823', 'NCT02372955', 'NCT04445714', 'NCT00976495', 'NCT03982381', 'NCT03748810', 'NCT04885712', 'NCT02419612', 'NCT01257412', 'NCT01135446', 'NCT02981069', 'NCT05179668', 'NCT00528372', 'NCT03499704', 'NCT02765204', 'NCT03959501', 'NCT04234867', 'NCT04149067', 'NCT00984867', 'NCT02984644', 'NCT01217892', 'NCT02420392', 'NCT03331289', 'NCT04298229', 'NCT03007329', 'NCT01031680', 'NCT03714594', 'NCT05505994', 'NCT00663260', 'NCT00904176', 'NCT00263276', 'NCT02777073', 'NCT03537131', 'NCT03658031', 'NCT02223065', 'NCT00855166', 'NCT02616666', 'NCT02564926', 'NCT05262257', 'NCT04304430', 'NCT05998525', 'NCT04200586', 'NCT04956263', 'NCT02682563', 'NCT03377335', 'NCT02547935', 'NCT05833958', 'NCT03565458', 'NCT03608358', 'NCT02229396', 'NCT05066516', 'NCT03887416', 'NCT02501616', 'NCT03766724', 'NCT03419624', 'NCT01730534', 'NCT03344341', 'NCT04080518', 'NCT01294436', 'NCT05915949', 'NCT02325206', 'NCT02558270', 'NCT02796170', 'NCT01619059', 'NCT02925559', 'NCT04634500', 'NCT05174052', 'NCT01055652', 'NCT02719132', 'NCT06140537', 'NCT04451837', 'NCT04739215', 'NCT01498185', 'NCT02719756', 'NCT00842556', 'NCT03919656', 'NCT01068756', 'NCT02279407', 'NCT01002807', 'NCT00660907', 'NCT05390307', 'NCT05886088', 'NCT02610088', 'NCT00683878', 'NCT00908271', 'NCT02284893', 'NCT04004793', 'NCT02956811', 'NCT04796428', 'NCT02613897', 'NCT02096705', 'NCT05042505', 'NCT00726505', 'NCT03361098', 'NCT02969798', 'NCT02157298', 'NCT04170998', 'NCT02413398', 'NCT02751398', 'NCT02518945', 'NCT00680745', 'NCT02919345', 'NCT01535677', 'NCT02887677', 'NCT01042977', 'NCT01095653', 'NCT00643851', 'NCT03556033', 'NCT05457933', 'NCT05816733', 'NCT04287387']",234.0,35016.0,48999.0,41.68,58.32,"['NCT01730534', 'NCT01042977', 'NCT02471404']",38122,14158,23964,37.13866009128587,62.86133990871413,7.8963636363636365,6.334090909090909,7.080454545454546
IRBESARTAN,DIABETES,76,2,97.44,2.56,92.11,0.0,"['NCT00317915', 'NCT00320879', 'NCT02842359', 'NCT00660309', 'NCT00549133']",5.0,32.0,58.0,35.56,64.44,['NCT00660309'],90,32,58,35.55555555555556,64.44444444444444,7.8963636363636365,6.334090909090909,7.080454545454546
CANDESARTAN,DIABETES,72,4,94.74,5.26,97.22,0.0,"['NCT00328302', 'NCT00252720', 'NCT02332824', 'NCT01052272', 'NCT01116180', 'NCT00252694', 'NCT00252733']",7.0,4984.0,6452.0,43.58,56.42,"['NCT00252720', 'NCT00252694', 'NCT00252733']",10462,4774,5688,45.63181036130759,54.368189638692414,7.8963636363636365,6.334090909090909,7.080454545454546
LINAGLIPTIN,DIABETES,333,395,45.74,54.26,80.78,70.38,"['NCT03642184', 'NCT01969084', 'NCT01087502', 'NCT01708902', 'NCT03338803', 'NCT00641043', 'NCT02453555', 'NCT01438814', 'NCT02489968', 'NCT04564872', 'NCT00602472', 'NCT02106104', 'NCT02974504', 'NCT00716092', 'NCT05313529', 'NCT01422876', 'NCT03986073', 'NCT00935220', 'NCT02768220', 'NCT02280174', 'NCT03222765', 'NCT02004366', 'NCT01194830', 'NCT02372630', 'NCT06098625', 'NCT01214239', 'NCT00996658', 'NCT01888796', 'NCT01617824', 'NCT02180334', 'NCT04180813', 'NCT03936036', 'NCT02015299', 'NCT00736099', 'NCT04735042', 'NCT05347459', 'NCT02792400', 'NCT01897532', 'NCT01012037', 'NCT02077309', 'NCT02350478', 'NCT01835678', 'NCT00954447', 'NCT03011177', 'NCT01512979', 'NCT02725502', 'NCT03429543', 'NCT00309608', 'NCT00601250', 'NCT02061969', 'NCT00915772', 'NCT01547104', 'NCT00621140', 'NCT06095492', 'NCT05073692', 'NCT02240680', 'NCT02401880', 'NCT03609294', 'NCT01204294', 'NCT03320031', 'NCT04670666', 'NCT01703286', 'NCT05130463', 'NCT04341935', 'NCT02072096', 'NCT05066516', 'NCT01243424', 'NCT01792518', 'NCT01183013', 'NCT02752113', 'NCT02897349', 'NCT02097342', 'NCT01826370', 'NCT01903070', 'NCT03667300', 'NCT02429232', 'NCT03458715', 'NCT01734785', 'NCT01383356', 'NCT05886088', 'NCT02467478', 'NCT04371978', 'NCT01215097', 'NCT02092597', 'NCT01084005', 'NCT02140645', 'NCT02851745', 'NCT02608177', 'NCT00740051', 'NCT03470454', 'NCT06449833']",91.0,37062.0,49432.0,42.85,57.15,"['NCT01897532', 'NCT01792518', 'NCT01243424']",38090,14834,23256,38.94460488317144,61.05539511682856,7.8963636363636365,6.334090909090909,7.080454545454546
PREGABALIN,DIABETES,0,14,0.0,100.0,-1.0,85.71,"['NCT01770964', 'NCT00370656', 'NCT05624853', 'NCT01939366', 'NCT02673866']",5.0,188.0,440.0,29.94,70.06,['NCT01939366'],628,188,440,29.93630573248408,70.06369426751591,7.8963636363636365,6.334090909090909,7.080454545454546
CANAGLIFLOZIN,DIABETES,2001,1470,57.65,42.35,93.6,94.35,"['NCT03136484', 'NCT05427084', 'NCT02462421', 'NCT05364190', 'NCT01106690', 'NCT02139943', 'NCT01483781', 'NCT03936010', 'NCT06099067', 'NCT05422092', 'NCT04014192', 'NCT03492580', 'NCT02065791', 'NCT03267576', 'NCT01809327', 'NCT02220920', 'NCT02360774', 'NCT02354222', 'NCT02694263', 'NCT01273558', 'NCT01939496', 'NCT03604224', 'NCT02920918', 'NCT02622113', 'NCT03249506', 'NCT05347459', 'NCT02964585', 'NCT02597309', 'NCT04288778', 'NCT05856578', 'NCT01106677', 'NCT02891954', 'NCT01340664', 'NCT02673138', 'NCT02624908', 'NCT02912455', 'NCT01064414', 'NCT00968812', 'NCT01137812', 'NCT05507892', 'NCT05513729', 'NCT01032629', 'NCT01106625', 'NCT05135039', 'NCT05367063', 'NCT02354235', 'NCT01081834', 'NCT03170518', 'NCT02227849', 'NCT02324842', 'NCT01381900', 'NCT02000700', 'NCT01128985', 'NCT02653209', 'NCT03298009', 'NCT02142309', 'NCT02220907', 'NCT02025907', 'NCT02009488', 'NCT00642278', 'NCT04796428', 'NCT04304261', 'NCT03190798', 'NCT01106651', 'NCT01989754', 'NCT01381887']",66.0,20476.0,30347.0,40.29,59.71,"['NCT01989754', 'NCT02065791', 'NCT01032629']",29086,10254,18832,35.25407412500859,64.7459258749914,7.8963636363636365,6.334090909090909,7.080454545454546
PREDNISONE,DIABETES,11,4,73.33,26.67,100.0,0.0,"['NCT04357392', 'NCT03661684', 'NCT03304626', 'NCT03367663']",4.0,28.0,52.0,35.0,65.0,['NCT03304626'],80,28,52,35.0,65.0,7.8963636363636365,6.334090909090909,7.080454545454546
ALOGLIPTIN,DIABETES,19,3,86.36,13.64,100.0,100.0,"['NCT01023581', 'NCT04470310', 'NCT00395512', 'NCT00755846', 'NCT01521962', 'NCT00286494', 'NCT00432276', 'NCT03555565', 'NCT01456130', 'NCT03042325', 'NCT01318122', 'NCT00655863', 'NCT01318135', 'NCT01263496', 'NCT01664624', 'NCT01289119', 'NCT02856113', 'NCT03794336', 'NCT02989649', 'NCT01945242', 'NCT01318070', 'NCT01263470', 'NCT01263509', 'NCT02763007', 'NCT01632007', 'NCT00707993', 'NCT01318083', 'NCT01263483', 'NCT00763347', 'NCT01588587', 'NCT00306384', 'NCT00856284', 'NCT02221284', 'NCT02231021', 'NCT02068443', 'NCT00968708', 'NCT00286455', 'NCT01303055', 'NCT00957268', 'NCT00286468', 'NCT02798172', 'NCT03499704', 'NCT04980040', 'NCT05782192', 'NCT05073692', 'NCT00286429', 'NCT00328627', 'NCT04392557', 'NCT01890122', 'NCT01964963', 'NCT01945216', 'NCT00286442', 'NCT01990300', 'NCT02756832', 'NCT03231709', 'NCT01318109', 'NCT02771093', 'NCT03950505']",58.0,37012.0,48861.0,43.1,56.9,"['NCT01964963', 'NCT00968708', 'NCT00306384']",35655,14864,20791,41.688402748562616,58.31159725143738,7.8963636363636365,6.334090909090909,7.080454545454546
SEMAGLUTIDE,DIABETES,1572,928,62.88,37.12,90.39,93.75,"['NCT04287179', 'NCT02146079', 'NCT05144984', 'NCT03136484', 'NCT02231684', 'NCT05597202', 'NCT05786521', 'NCT03598621', 'NCT04126603', 'NCT02827708', 'NCT01885208', 'NCT04862923', 'NCT04873050', 'NCT04469855', 'NCT05078255', 'NCT03061214', 'NCT01923181', 'NCT03648281', 'NCT02773381', 'NCT05249881', 'NCT03724981', 'NCT06411210', 'NCT03457012', 'NCT06184568', 'NCT05340868', 'NCT05569772', 'NCT04624672', 'NCT05689372', 'NCT04513704', 'NCT02648204', 'NCT02212067', 'NCT05441267', 'NCT03288740', 'NCT05779644', 'NCT05195944', 'NCT06161844', 'NCT02461589', 'NCT04153929', 'NCT02849080', 'NCT05502562', 'NCT05443191', 'NCT06301191', 'NCT05129891', 'NCT05305794', 'NCT05755360', 'NCT01272973', 'NCT05046873', 'NCT04596631', 'NCT05035082', 'NCT00813020', 'NCT02557620', 'NCT04083820', 'NCT04741074', 'NCT06323174', 'NCT05990374', 'NCT04016974', 'NCT05788965', 'NCT04175665', 'NCT05816057', 'NCT00696657', 'NCT01866748', 'NCT04189848', 'NCT04979130', 'NCT03611322', 'NCT06339086', 'NCT03631186', 'NCT06082063', 'NCT00833716', 'NCT05950516', 'NCT04537624', 'NCT06422624', 'NCT02845219', 'NCT02863419', 'NCT02172313', 'NCT04515849', 'NCT06318442', 'NCT02079870', 'NCT04916470', 'NCT06083675', 'NCT04447859', 'NCT04097600', 'NCT05478252', 'NCT03989232', 'NCT05468632', 'NCT04524832', 'NCT05649137', 'NCT04094415', 'NCT04152915', 'NCT04559815', 'NCT05230615', 'NCT03876015', 'NCT02920385', 'NCT04007107', 'NCT04938388', 'NCT02161588', 'NCT01930188', 'NCT03789578', 'NCT02210871', 'NCT03144271', 'NCT02249871', 'NCT05606471', 'NCT02016911', 'NCT05577728', 'NCT06323161', 'NCT03811561', 'NCT04854083', 'NCT05501483', 'NCT05714683', 'NCT02054897', 'NCT04383197', 'NCT01324505', 'NCT05780905', 'NCT02243098', 'NCT04560998', 'NCT01619345', 'NCT06050577', 'NCT06057077', 'NCT06338553', 'NCT06003153', 'NCT05444153', 'NCT01572753', 'NCT03951753', 'NCT06042153', 'NCT04601753', 'NCT02022254', 'NCT05537233', 'NCT04261933', 'NCT05119179', 'NCT03929679', 'NCT03985384', 'NCT03899402', 'NCT05067621', 'NCT06045221', 'NCT05153564', 'NCT05984238', 'NCT05819138', 'NCT05232708', 'NCT04109508', 'NCT03596450', 'NCT02877355', 'NCT04639414', 'NCT02305381', 'NCT05498610', 'NCT02249910', 'NCT02070510', 'NCT05813912', 'NCT06005012', 'NCT01720446', 'NCT04707469', 'NCT06221969', 'NCT05443568', 'NCT06131372', 'NCT04259801', 'NCT03466567', 'NCT06065540', 'NCT04601740', 'NCT04817644', 'NCT05230589', 'NCT05316662', 'NCT05870462', 'NCT02254291', 'NCT00851773', 'NCT05702931', 'NCT02147431', 'NCT06269120', 'NCT03015220', 'NCT02207374', 'NCT03689374', 'NCT02607865', 'NCT05486065', 'NCT02060266', 'NCT03914326', 'NCT05303857', 'NCT02064348', 'NCT06351748', 'NCT02906930', 'NCT03086330', 'NCT06260722', 'NCT05473286', 'NCT05514535', 'NCT05073835', 'NCT05147896', 'NCT03191396', 'NCT05227196', 'NCT02692716', 'NCT05716724', 'NCT05443334', 'NCT05394519', 'NCT03987919', 'NCT06243536', 'NCT06256549', 'NCT04878406', 'NCT04892199', 'NCT04067999', 'NCT05689099', 'NCT06387199', 'NCT04865770', 'NCT03010475', 'NCT04982575', 'NCT02014259', 'NCT04061200', 'NCT04538352', 'NCT05533632', 'NCT02128932', 'NCT04017832', 'NCT04451837', 'NCT04537637', 'NCT03292315', 'NCT05857085', 'NCT04251156', 'NCT05822609', 'NCT05390307', 'NCT03638778', 'NCT04878393', 'NCT02863328', 'NCT03018028', 'NCT06403761', 'NCT04032197', 'NCT05071898', 'NCT01686945', 'NCT04143945', 'NCT01766245', 'NCT05768945', 'NCT04109547', 'NCT05435677', 'NCT03819153', 'NCT05259033', 'NCT03021187']",228.0,28847.0,38158.0,43.05,56.95,"['NCT01720446', 'NCT02692716', 'NCT03987919']",16716,6596,10120,39.45920076573343,60.54079923426657,7.8963636363636365,6.334090909090909,7.080454545454546
FENOFIBRATE,DIABETES,10,1,90.91,9.09,100.0,100.0,"['NCT03869931', 'NCT00000620', 'NCT05365425', 'NCT01752842', 'NCT00491400', 'NCT01927315', 'NCT00965315', 'NCT00490178', 'NCT04882293', 'NCT02153879', 'NCT03829514', 'NCT00309712', 'NCT04528212', 'NCT01101204', 'NCT00703482', 'NCT00362765', 'NCT00261352', 'NCT02015988', 'NCT01320345', 'NCT05542147', 'NCT04885153']",21.0,813.0,855.0,48.74,51.26,"['NCT00000620', 'NCT01752842', 'NCT00491400']",1658,806,852,48.61278648974668,51.38721351025332,7.8963636363636365,6.334090909090909,7.080454545454546
DULAGLUTIDE,DIABETES,331,149,68.96,31.04,91.54,89.93,"['NCT03824002', 'NCT04829903', 'NCT03724981', 'NCT02750410', 'NCT04641312', 'NCT04731272', 'NCT04466904', 'NCT02648204', 'NCT05680129', 'NCT01648582', 'NCT04591626', 'NCT04189848', 'NCT05348122', 'NCT05564039', 'NCT06235086', 'NCT05606913', 'NCT06148649', 'NCT04965506', 'NCT01524770', 'NCT02973100', 'NCT03861052', 'NCT01394952', 'NCT05659537', 'NCT04867785', 'NCT05459285', 'NCT05478707', 'NCT01769378', 'NCT01621178', 'NCT02787551', 'NCT03648554', 'NCT04255433', 'NCT05377333', 'NCT03131687', 'NCT03495102', 'NCT04143802', 'NCT01432938', 'NCT01458210', 'NCT01436201', 'NCT03315780', 'NCT05140694', 'NCT04515576', 'NCT03015220', 'NCT04809220', 'NCT06257966', 'NCT02963766', 'NCT05516966', 'NCT03590626', 'NCT04893148', 'NCT05005741', 'NCT05048719', 'NCT02597049', 'NCT03444142', 'NCT03684642', 'NCT03668470', 'NCT01667900', 'NCT01644500', 'NCT05218915', 'NCT02759107', 'NCT04374578', 'NCT02152371', 'NCT05407961']",61.0,19610.0,23376.0,45.62,54.38,"['NCT01394952', 'NCT03495102', 'NCT02648204']",25884,12298,13586,47.51197651058569,52.48802348941432,7.8963636363636365,6.334090909090909,7.080454545454546
PANTOPRAZOLE,DIABETES,87,0,100.0,0.0,100.0,-1.0,"['NCT02345239', 'NCT01541735', 'NCT00768651']",3.0,23.0,13.0,63.89,36.11,"['NCT01541735', 'NCT00768651']",36,23,13,63.888888888888886,36.11111111111111,7.8963636363636365,6.334090909090909,7.080454545454546
DEXAMETHASONE,DIABETES,0,20,0.0,100.0,-1.0,100.0,"['NCT01488279', 'NCT06332690', 'NCT04902638', 'NCT01787669', 'NCT01673191', 'NCT01774474', 'NCT02399657', 'NCT03361709', 'NCT02235584', 'NCT00608101', 'NCT01030601', 'NCT06190158', 'NCT03646916']",13.0,52.0,42.0,55.32,44.68,"['NCT01673191', 'NCT01488279']",94,52,42,55.319148936170215,44.680851063829785,7.8963636363636365,6.334090909090909,7.080454545454546
GLIPIZIDE,DIABETES,16,7,69.57,30.43,56.25,42.86,"['NCT01020123', 'NCT01762046', 'NCT02911792', 'NCT01267448', 'NCT00947024', 'NCT00509236', 'NCT00094770', 'NCT01698775', 'NCT00347100', 'NCT00095056', 'NCT01758471', 'NCT00707993', 'NCT00350779', 'NCT00856284', 'NCT00946504', 'NCT05073692', 'NCT00550329', 'NCT00509262', 'NCT00513630', 'NCT00732524', 'NCT00885352', 'NCT00086515', 'NCT00660907', 'NCT04167761', 'NCT02608177', 'NCT01951651']",26.0,7739.0,8886.0,46.55,53.45,"['NCT00856284', 'NCT00094770', 'NCT00660907']",9224,4330,4894,46.94275802254987,53.05724197745013,7.8963636363636365,6.334090909090909,7.080454545454546
EXENATIDE,DIABETES,24,15,61.54,38.46,91.67,93.33,"['NCT01156779', 'NCT01364584', 'NCT00775684', 'NCT01003184', 'NCT04897802', 'NCT00658021', 'NCT02380521', 'NCT01798264', 'NCT02449603', 'NCT00676338', 'NCT01144338', 'NCT01885208', 'NCT00241423', 'NCT02194595', 'NCT00082381', 'NCT00974272', 'NCT01575301', 'NCT00917267', 'NCT03970044', 'NCT02974244', 'NCT00635492', 'NCT01006889', 'NCT00572689', 'NCT01652729', 'NCT00964262', 'NCT00359762', 'NCT00870194', 'NCT01843127', 'NCT01302327', 'NCT02090673', 'NCT00518882', 'NCT00099320', 'NCT00516074', 'NCT01791465', 'NCT03018665', 'NCT01381926', 'NCT00717457', 'NCT02987348', 'NCT00135330', 'NCT02887625', 'NCT00894322', 'NCT00603239', 'NCT02104739', 'NCT00382239', 'NCT01029886', 'NCT01181986', 'NCT00701935', 'NCT00799435', 'NCT01652716', 'NCT01676116', 'NCT02020616', 'NCT01664624', 'NCT00577824', 'NCT01269034', 'NCT00943917', 'NCT01107717', 'NCT00765817', 'NCT03059719', 'NCT01235819', 'NCT02119819', 'NCT01554618', 'NCT01744236', 'NCT01416649', 'NCT01876849', 'NCT01060059', 'NCT00971659', 'NCT00254800', 'NCT03017352', 'NCT00935532', 'NCT00641056', 'NCT00082407', 'NCT01776788', 'NCT01785771', 'NCT01140893', 'NCT03167411', 'NCT01281228', 'NCT00960661', 'NCT00517283', 'NCT01524705', 'NCT01136798', 'NCT01269047', 'NCT00950677', 'NCT02787551', 'NCT03029351', 'NCT02084654', 'NCT00099333', 'NCT01154933', 'NCT00359879', 'NCT03297879', 'NCT05670379', 'NCT02811484', 'NCT01046721', 'NCT01855490', 'NCT00877890', 'NCT01077323', 'NCT00064714', 'NCT02802514', 'NCT00477581', 'NCT02981069', 'NCT01089569', 'NCT00085969', 'NCT00747968', 'NCT00948168', 'NCT00529204', 'NCT00313001', 'NCT01104701', 'NCT00111540', 'NCT05762744', 'NCT00375492', 'NCT05073692', 'NCT03331289', 'NCT05482789', 'NCT01928329', 'NCT03007329', 'NCT01435980', 'NCT01270191', 'NCT00612794', 'NCT02325960', 'NCT02455076', 'NCT01147627', 'NCT00637273', 'NCT02735031', 'NCT00707031', 'NCT02586831', 'NCT04001231', 'NCT00845182', 'NCT02584582', 'NCT02467920', 'NCT00729326', 'NCT02917057', 'NCT00766857', 'NCT00516048', 'NCT02303730', 'NCT00308139', 'NCT00855439', 'NCT00324363', 'NCT00103935', 'NCT00259896', 'NCT02072096', 'NCT00753896', 'NCT03419624', 'NCT00360334', 'NCT00353834', 'NCT01783717', 'NCT02344641', 'NCT04303819', 'NCT00099619', 'NCT01588418', 'NCT01076842', 'NCT00381342', 'NCT01342042', 'NCT03444142', 'NCT00097500', 'NCT00456300', 'NCT00667732', 'NCT00518115', 'NCT02129985', 'NCT03961256', 'NCT02229383', 'NCT04307797', 'NCT02092597', 'NCT01432405', 'NCT03361098', 'NCT01473147', 'NCT01951651', 'NCT02793154', 'NCT00434954', 'NCT00254254', 'NCT01064687']",169.0,393143.0,404888.0,49.26,50.74,"['NCT01077323', 'NCT01144338', 'NCT00635492']",761812,376890,384922,49.47283581776081,50.52716418223919,7.8963636363636365,6.334090909090909,7.080454545454546
ABATACEPT,DIABETES,17,63,21.25,78.75,58.82,34.92,"['NCT05742243', 'NCT00276250', 'NCT03929601', 'NCT01773707', 'NCT04118153']",5.0,1026.0,1350.0,43.18,56.82,"['NCT00276250', 'NCT01773707']",2376,1026,1350,43.18181818181818,56.81818181818182,7.8963636363636365,6.334090909090909,7.080454545454546
BASAL INSULIN,DIABETES,0,48,0.0,100.0,-1.0,100.0,"['NCT05904743', 'NCT03018938', 'NCT01398995', 'NCT02194595', 'NCT06236672', 'NCT03130101', 'NCT02974244', 'NCT03547427', 'NCT04726631', 'NCT02987348', 'NCT02204839', 'NCT01871558', 'NCT00866658', 'NCT00715624', 'NCT01060059', 'NCT01850615', 'NCT00276393', 'NCT06024928', 'NCT03138447', 'NCT04864977', 'NCT00974051', 'NCT01445951', 'NCT04965051', 'NCT02846233', 'NCT03819790', 'NCT03104738', 'NCT03845114', 'NCT01424046', 'NCT02941367', 'NCT00593489', 'NCT02033889', 'NCT05161429', 'NCT02917057', 'NCT02767596', 'NCT02803918', 'NCT00467649', 'NCT02660242', 'NCT00394407', 'NCT04809311', 'NCT04974528']",40.0,4139.0,4378.0,48.6,51.4,"['NCT01060059', 'NCT03018938', 'NCT02033889']",4634,2160,2474,46.611998273629695,53.38800172637031,7.8963636363636365,6.334090909090909,7.080454545454546
BUDESONIDE / FORMOTEROL,ASTHMA,4874,4884,49.95,50.05,79.26,86.9,"['NCT04191447', 'NCT01141465', 'NCT00702325']",3.0,392.0,210.0,65.12,34.88,['NCT00702325'],602,392,210,65.11627906976744,34.88372093023256,9.55090909090909,10.68590909090909,10.146363636363636
MONTELUKAST,ASTHMA,11193,4805,69.96,30.04,88.32,87.53,"['NCT00666679', 'NCT00353184', 'NCT00380484', 'NCT00162864', 'NCT01328964', 'NCT00490243', 'NCT00117338', 'NCT00442338', 'NCT00148408', 'NCT00395408', 'NCT00565955', 'NCT00394355', 'NCT05457855', 'NCT00045955', 'NCT00961155', 'NCT01696214', 'NCT00559546', 'NCT00676468', 'NCT01414868', 'NCT01266772', 'NCT00641472', 'NCT00721240', 'NCT01147744', 'NCT01156792', 'NCT00092989', 'NCT00296491', 'NCT01725360', 'NCT01730027', 'NCT03372473', 'NCT00092131', 'NCT01615874', 'NCT01624974', 'NCT00127166', 'NCT00296530', 'NCT01329939', 'NCT00540839', 'NCT00543686', 'NCT00712335', 'NCT00655616', 'NCT00116324', 'NCT00936624', 'NCT01536041', 'NCT03269318', 'NCT00756418', 'NCT01659918', 'NCT00328718', 'NCT01404013', 'NCT01103349', 'NCT01606306', 'NCT00090142', 'NCT00245570', 'NCT00229970', 'NCT03380975', 'NCT02483975', 'NCT01248975', 'NCT00770900', 'NCT02761252', 'NCT00461032', 'NCT00664937', 'NCT00935415', 'NCT00675285', 'NCT00284856', 'NCT02889809', 'NCT00445107', 'NCT01526161', 'NCT00739297', 'NCT00092105', 'NCT01659905', 'NCT00536705', 'NCT01951898', 'NCT01016847', 'NCT00947453', 'NCT00398151', 'NCT02110654', 'NCT01061333', 'NCT00856687', 'NCT01007721', 'NCT01224964', 'NCT01841164', 'NCT00491790', 'NCT00832455', 'NCT01656395', 'NCT00140881', 'NCT02720081', 'NCT01581710', 'NCT01147510', 'NCT00489346', 'NCT00504946', 'NCT00140946', 'NCT00494572', 'NCT00395304', 'NCT00783601', 'NCT00968201', 'NCT01304901', 'NCT00092144', 'NCT00545844', 'NCT01659892', 'NCT01765192', 'NCT00092092', 'NCT00462592', 'NCT01618929', 'NCT00424580', 'NCT00755794', 'NCT03238560', 'NCT03096327', 'NCT01086527', 'NCT01488773', 'NCT00487773', 'NCT02758873', 'NCT00359073', 'NCT01659931', 'NCT00875082', 'NCT02104674', 'NCT00289874', 'NCT01241422', 'NCT02658422', 'NCT04322422', 'NCT01621386', 'NCT01437735', 'NCT01121016', 'NCT00545324', 'NCT02635334', 'NCT01055041', 'NCT05819541', 'NCT03369119', 'NCT00156819', 'NCT02029313', 'NCT01770899', 'NCT01943942', 'NCT03277170', 'NCT00337675', 'NCT00442559', 'NCT00213252', 'NCT01011452', 'NCT00157937', 'NCT00092885', 'NCT00446056', 'NCT00471809', 'NCT00636207', 'NCT00319488', 'NCT00913328', 'NCT00700661', 'NCT00943683', 'NCT00943397', 'NCT00115297', 'NCT00380705', 'NCT00196547', 'NCT00911547', 'NCT01551147', 'NCT00311051', 'NCT01863654']",151.0,20159.0,24491.0,45.15,54.85,"['NCT01328964', 'NCT00337675', 'NCT00461032']",25678,10250,15428,39.91743905288574,60.08256094711426,9.55090909090909,10.68590909090909,10.146363636363636
AZITHROMYCIN,ASTHMA,437,18,96.04,3.96,94.51,100.0,"['NCT00852579', 'NCT05596721', 'NCT00760838', 'NCT03736629', 'NCT02517099', 'NCT00368342', 'NCT06272370', 'NCT04669288', 'NCT01008761', 'NCT04179461', 'NCT01224977', 'NCT00266851', 'NCT00245908', 'NCT00181272', 'NCT01272635', 'NCT00471809', 'NCT02003911', 'NCT06223828', 'NCT01233297', 'NCT04319705', 'NCT05028153', 'NCT02023554']",22.0,561.0,537.0,51.09,48.91,"['NCT02003911', 'NCT00760838', 'NCT00266851']",730,366,364,50.136986301369866,49.86301369863014,9.55090909090909,10.68590909090909,10.146363636363636
